variant,object_pose,max_gripper_error_m,object_contact_reported,terminal_object_displacement_m,gripper_cycle_complete,grasp_completion,commanded_range_fraction
0,"[0, 0.35, 0.8]",0.0018428666889667503,False,129.78933410644532,True,not demonstrated,0.5000000000000001
1,"[0.05, 0.35, 0.8]",0.0018589264154434196,False,108.90492706298828,True,not demonstrated,0.5000000000000001
2,"[0.1, 0.35, 0.8]",0.001803386062383651,False,91.19988708496093,True,not demonstrated,0.5000000000000001
