left_PGIA_joint1_eff,left_PGIA_joint1_pos,left_PGIA_joint1_target,left_PGIA_joint1_vel,left_PGIA_joint2_eff,left_PGIA_joint2_pos,left_PGIA_joint2_target,left_PGIA_joint2_vel,right_PGIA_joint1_eff,right_PGIA_joint1_pos,right_PGIA_joint1_target,right_PGIA_joint1_vel,right_PGIA_joint2_eff,right_PGIA_joint2_pos,right_PGIA_joint2_target,right_PGIA_joint2_vel,time
-9.555386668580468e-07,0.019905533641576767,0.019999999552965164,-0.0005870074965059757,7.167007538555481e-07,0.025862008333206177,0.019999999552965164,0.039717890322208405,-9.534218179396703e-07,0.019633974879980087,0.019999999552965164,0.0003236536867916584,7.150955525503377e-07,0.030509883537888527,0.019999999552965164,0.002587784081697464,11:26:20.741
